Country Name,Indicator Name,Year,Value
Bermuda,男生全癌死亡率,2007,15
Greenland,男生全癌死亡率,2007,4
Central Europe and the Baltics,男生全癌死亡率,1987,8
Singapore,男生全癌死亡率,2002,8
Post-demographic dividend,男生全癌死亡率,1987,8
Cayman Islands,男生全癌死亡率,2007,6
Belgium,男生全癌死亡率,1997,6
Palau,男生全癌死亡率,1987,12
Cayman Islands,男生全癌死亡率,1992,8
Denmark,男生全癌死亡率,1987,5
Nauru,男生全癌死亡率,1972,9
Cayman Islands,男生全癌死亡率,1997,7
Greenland,男生全癌死亡率,1972,15
Turkmenistan,男生全癌死亡率,2007,12
High income,男生全癌死亡率,1992,10
United Kingdom,男生全癌死亡率,1972,5
High income,男生全癌死亡率,1972,12
Post-demographic dividend,男生全癌死亡率,1992,7
Denmark,男生全癌死亡率,1997,9
Poland,男生全癌死亡率,1982,12
Finland,男生全癌死亡率,1997,13
Russian Federation,男生全癌死亡率,2007,9
Finland,男生全癌死亡率,1987,4
Czech Republic,男生全癌死亡率,2002,9
Singapore,男生全癌死亡率,1987,11
Post-demographic dividend,男生全癌死亡率,1997,11
Netherlands,男生全癌死亡率,1972,11
Post-demographic dividend,男生全癌死亡率,2007,12
Post-demographic dividend,男生全癌死亡率,1972,15
Netherlands,男生全癌死亡率,1977,12
Finland,男生全癌死亡率,2002,10
High income,男生全癌死亡率,1977,11
Post-demographic dividend,男生全癌死亡率,2002,6
High income,男生全癌死亡率,1997,6
Belgium,男生全癌死亡率,1982,14
Denmark,男生全癌死亡率,1972,11
Australia,男生全癌死亡率,1972,4
Czech Republic,男生全癌死亡率,2007,7
Post-demographic dividend,男生全癌死亡率,1977,13
Poland,男生全癌死亡率,1977,14
Ukraine,男生全癌死亡率,1992,5
Finland,男生全癌死亡率,2007,13
High income,男生全癌死亡率,2002,12
Denmark,男生全癌死亡率,1977,7
High income,男生全癌死亡率,2007,12
Singapore,男生全癌死亡率,1977,4
Poland,男生全癌死亡率,1987,13
Czech Republic,男生全癌死亡率,1997,7
New Caledonia,男生全癌死亡率,2007,8
Palau,男生全癌死亡率,1982,15
Gibraltar,男生全癌死亡率,2002,4
Nauru,男生全癌死亡率,1992,10
Brunei Darussalam,男生全癌死亡率,2002,9
Faroe Islands,男生全癌死亡率,1992,5
Belgium,男生全癌死亡率,1977,13
Estonia,男生全癌死亡率,1997,3
Saudi Arabia,男生全癌死亡率,1987,3
Australia,男生全癌死亡率,1977,10
Faroe Islands,男生全癌死亡率,1997,8
Czech Republic,男生全癌死亡率,1992,5
Belgium,男生全癌死亡率,1972,7
New Caledonia,男生全癌死亡率,1972,11
Canada,男生全癌死亡率,1967,12
Gibraltar,男生全癌死亡率,2007,14
Kuwait,男生全癌死亡率,1982,6
Estonia,男生全癌死亡率,2007,5
Russian Federation,男生全癌死亡率,1992,3
Saudi Arabia,男生全癌死亡率,1982,5
Brunei Darussalam,男生全癌死亡率,1987,9
Faroe Islands,男生全癌死亡率,2007,3
Saudi Arabia,男生全癌死亡率,1977,8
Kazakhstan,男生全癌死亡率,2007,11
Saudi Arabia,男生全癌死亡率,2002,6
Palau,男生全癌死亡率,1972,8
Kuwait,男生全癌死亡率,1977,8
Greenland,男生全癌死亡率,1977,7
Trinidad and Tobago,男生全癌死亡率,1987,10
Saudi Arabia,男生全癌死亡率,2007,14
Palau,男生全癌死亡率,1977,10
Trinidad and Tobago,男生全癌死亡率,1997,4
New Caledonia,男生全癌死亡率,1967,5
Australia,男生全癌死亡率,1992,11
Australia,男生全癌死亡率,1982,8
Faroe Islands,男生全癌死亡率,2002,8
Canada,男生全癌死亡率,1992,3
Trinidad and Tobago,男生全癌死亡率,1977,5
Singapore,男生全癌死亡率,1992,13
North America,男生全癌死亡率,1962,6
Estonia,男生全癌死亡率,1992,5
Nauru,男生全癌死亡率,1977,13
New Caledonia,男生全癌死亡率,1977,7
Australia,男生全癌死亡率,1987,7
United States,男生全癌死亡率,1962,9
Bahrain,男生全癌死亡率,1972,14
United Arab Emirates,男生全癌死亡率,1997,10
Nauru,男生全癌死亡率,1982,3
Canada,男生全癌死亡率,1987,3
Brunei Darussalam,男生全癌死亡率,1997,9
Kuwait,男生全癌死亡率,1987,9
Saudi Arabia,男生全癌死亡率,1992,9
Kazakhstan,男生全癌死亡率,1992,4
Trinidad and Tobago,男生全癌死亡率,1982,8
Canada,男生全癌死亡率,2007,7
Canada,男生全癌死亡率,1982,13
Australia,男生全癌死亡率,1997,3
Canada,男生全癌死亡率,1997,12
Canada,男生全癌死亡率,2002,5
Oman,男生全癌死亡率,2007,15
Trinidad and Tobago,男生全癌死亡率,1992,8
Canada,男生全癌死亡率,1977,11
Canada,男生全癌死亡率,1972,15
Australia,男生全癌死亡率,2002,9
Australia,男生全癌死亡率,2007,8
North America,男生全癌死亡率,1967,15
Singapore,男生全癌死亡率,1997,3
North America,男生全癌死亡率,1982,6
Nauru,男生全癌死亡率,1987,12
United States,男生全癌死亡率,1982,8
United States,男生全癌死亡率,1967,12
North America,男生全癌死亡率,1992,6
Luxembourg,男生全癌死亡率,1997,15
North America,男生全癌死亡率,2007,9
North America,男生全癌死亡率,1987,15
United States,男生全癌死亡率,1992,11
Brunei Darussalam,男生全癌死亡率,1992,12
United States,男生全癌死亡率,2007,11
Aruba,男生全癌死亡率,1997,7
North America,男生全癌死亡率,2002,12
United States,男生全癌死亡率,1987,15
North America,男生全癌死亡率,1997,6
United States,男生全癌死亡率,2002,12
United States,男生全癌死亡率,1997,4
Bahrain,男生全癌死亡率,1992,4
North America,男生全癌死亡率,1977,7
Luxembourg,男生全癌死亡率,2002,7
Trinidad and Tobago,男生全癌死亡率,2002,7
North America,男生全癌死亡率,1972,14
United States,男生全癌死亡率,1977,8
Bahrain,男生全癌死亡率,2002,14
United States,男生全癌死亡率,1972,9
Brunei Darussalam,男生全癌死亡率,2007,9
United Arab Emirates,男生全癌死亡率,2007,6
Aruba,男生全癌死亡率,1992,4
Luxembourg,男生全癌死亡率,2007,13
Luxembourg,男生全癌死亡率,1987,5
Luxembourg,男生全癌死亡率,1982,10
Bahrain,男生全癌死亡率,1977,4
United Arab Emirates,男生全癌死亡率,2002,9
Aruba,男生全癌死亡率,2002,13
Bahrain,男生全癌死亡率,1987,3
Bahrain,男生全癌死亡率,1982,7
Aruba,男生全癌死亡率,2007,5
Bahrain,男生全癌死亡率,2007,4
Luxembourg,男生全癌死亡率,1992,9
Qatar,男生全癌死亡率,1987,13
Kuwait,男生全癌死亡率,2002,9
United Arab Emirates,男生全癌死亡率,1992,12
Bahrain,男生全癌死亡率,1997,8
Kuwait,男生全癌死亡率,2007,7
Luxembourg,男生全癌死亡率,1977,7
United Arab Emirates,男生全癌死亡率,1987,3
United Arab Emirates,男生全癌死亡率,1982,7
Kuwait,男生全癌死亡率,1972,6
Kuwait,男生全癌死亡率,1997,10
Luxembourg,男生全癌死亡率,1967,12
Luxembourg,男生全癌死亡率,1962,5
"Bahamas, The",男生全癌死亡率,1972,5
Brunei Darussalam,男生全癌死亡率,1977,8
Trinidad and Tobago,男生全癌死亡率,2007,10
Luxembourg,男生全癌死亡率,1972,7
Kuwait,男生全癌死亡率,1962,4
Kuwait,男生全癌死亡率,1967,6
Qatar,男生全癌死亡率,1982,9
"Bahamas, The",男生全癌死亡率,1977,7
United Arab Emirates,男生全癌死亡率,1977,8
Qatar,男生全癌死亡率,2007,7
Qatar,男生全癌死亡率,1977,15
Qatar,男生全癌死亡率,1992,10
Qatar,男生全癌死亡率,2002,14
Brunei Darussalam,男生全癌死亡率,1972,9
Qatar,男生全癌死亡率,1997,5
United Arab Emirates,男生全癌死亡率,1972,8
Qatar,男生全癌死亡率,1967,8
Qatar,男生全癌死亡率,1972,9
Euro area,男生全癌死亡率,1962,6
Europe & Central Asia,男生全癌死亡率,1962,15
Europe & Central Asia (excluding high income),男生全癌死亡率,1962,9
Europe & Central Asia (IDA & IBRD countries),男生全癌死亡率,1962,15
Low income,男生全癌死亡率,1962,9
Not classified,男生全癌死亡率,1962,15
American Samoa,男生全癌死亡率,1962,8
Andorra,男生全癌死亡率,1962,15
Armenia,男生全癌死亡率,1962,5
Aruba,男生全癌死亡率,1962,12
Azerbaijan,男生全癌死亡率,1962,7
Bangladesh,男生全癌死亡率,1962,9
Belarus,男生全癌死亡率,1962,15
Bhutan,男生全癌死亡率,1962,4
Bosnia and Herzegovina,男生全癌死亡率,1962,6
Botswana,男生全癌死亡率,1962,14
Channel Islands,男生全癌死亡率,1962,13
Croatia,男生全癌死亡率,1962,6
Curacao,男生全癌死亡率,1962,11
Czech Republic,男生全癌死亡率,1962,13
Eritrea,男生全癌死亡率,1962,6
Estonia,男生全癌死亡率,1962,12
Georgia,男生全癌死亡率,1962,13
Germany,男生全癌死亡率,1962,15
Guam,男生全癌死亡率,1962,13
Isle of Man,男生全癌死亡率,1962,9
Kazakhstan,男生全癌死亡率,1962,5
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1962,5
Kosovo,男生全癌死亡率,1962,8
Kyrgyz Republic,男生全癌死亡率,1962,11
Latvia,男生全癌死亡率,1962,6
Lesotho,男生全癌死亡率,1962,3
Liechtenstein,男生全癌死亡率,1962,8
Lithuania,男生全癌死亡率,1962,4
"Macedonia, FYR",男生全癌死亡率,1962,13
Malawi,男生全癌死亡率,1962,4
Malaysia,男生全癌死亡率,1962,6
Maldives,男生全癌死亡率,1962,3
Marshall Islands,男生全癌死亡率,1962,3
"Micronesia, Fed. Sts.",男生全癌死亡率,1962,15
Moldova,男生全癌死亡率,1962,13
Monaco,男生全癌死亡率,1962,7
Montenegro,男生全癌死亡率,1962,5
Namibia,男生全癌死亡率,1962,15
Nauru,男生全癌死亡率,1962,14
Northern Mariana Islands,男生全癌死亡率,1962,3
Oman,男生全癌死亡率,1962,13
Puerto Rico,男生全癌死亡率,1962,10
Russian Federation,男生全癌死亡率,1962,13
San Marino,男生全癌死亡率,1962,15
Serbia,男生全癌死亡率,1962,7
Seychelles,男生全癌死亡率,1962,7
Sint Maarten (Dutch part),男生全癌死亡率,1962,4
Slovak Republic,男生全癌死亡率,1962,6
Slovenia,男生全癌死亡率,1962,11
South Sudan,男生全癌死亡率,1962,11
St. Martin (French part),男生全癌死亡率,1962,11
Swaziland,男生全癌死亡率,1962,7
Tajikistan,男生全癌死亡率,1962,8
Timor-Leste,男生全癌死亡率,1962,11
Turkmenistan,男生全癌死亡率,1962,10
Turks and Caicos Islands,男生全癌死亡率,1962,6
Tuvalu,男生全癌死亡率,1962,13
Ukraine,男生全癌死亡率,1962,15
Uzbekistan,男生全癌死亡率,1962,3
Virgin Islands,男生全癌死亡率,1962,7
West Bank and Gaza,男生全癌死亡率,1962,12
Zambia,男生全癌死亡率,1962,12
Zimbabwe,男生全癌死亡率,1962,7
Euro area,男生全癌死亡率,1967,3
Europe & Central Asia,男生全癌死亡率,1967,8
Europe & Central Asia (excluding high income),男生全癌死亡率,1967,10
Europe & Central Asia (IDA & IBRD countries),男生全癌死亡率,1967,11
Low income,男生全癌死亡率,1967,8
Not classified,男生全癌死亡率,1967,11
American Samoa,男生全癌死亡率,1967,12
Andorra,男生全癌死亡率,1967,12
Armenia,男生全癌死亡率,1967,11
Aruba,男生全癌死亡率,1967,15
Azerbaijan,男生全癌死亡率,1967,12
Bangladesh,男生全癌死亡率,1967,9
Belarus,男生全癌死亡率,1967,6
Bhutan,男生全癌死亡率,1967,8
Bosnia and Herzegovina,男生全癌死亡率,1967,9
Botswana,男生全癌死亡率,1967,12
Channel Islands,男生全癌死亡率,1967,8
Croatia,男生全癌死亡率,1967,3
Curacao,男生全癌死亡率,1967,9
Czech Republic,男生全癌死亡率,1967,9
Eritrea,男生全癌死亡率,1967,3
Estonia,男生全癌死亡率,1967,8
Georgia,男生全癌死亡率,1967,12
Germany,男生全癌死亡率,1967,7
Guam,男生全癌死亡率,1967,5
Isle of Man,男生全癌死亡率,1967,5
Kazakhstan,男生全癌死亡率,1967,11
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1967,15
Kosovo,男生全癌死亡率,1967,6
Kyrgyz Republic,男生全癌死亡率,1967,3
Latvia,男生全癌死亡率,1967,9
Lesotho,男生全癌死亡率,1967,13
Liechtenstein,男生全癌死亡率,1967,4
Lithuania,男生全癌死亡率,1967,8
"Macedonia, FYR",男生全癌死亡率,1967,5
Malaysia,男生全癌死亡率,1967,6
Maldives,男生全癌死亡率,1967,11
Marshall Islands,男生全癌死亡率,1967,7
"Micronesia, Fed. Sts.",男生全癌死亡率,1967,8
Moldova,男生全癌死亡率,1967,12
Monaco,男生全癌死亡率,1967,3
Montenegro,男生全癌死亡率,1967,3
Namibia,男生全癌死亡率,1967,7
Northern Mariana Islands,男生全癌死亡率,1967,13
Puerto Rico,男生全癌死亡率,1967,12
Russian Federation,男生全癌死亡率,1967,10
San Marino,男生全癌死亡率,1967,14
Serbia,男生全癌死亡率,1967,3
Sint Maarten (Dutch part),男生全癌死亡率,1967,15
Slovak Republic,男生全癌死亡率,1967,10
Slovenia,男生全癌死亡率,1967,15
South Sudan,男生全癌死亡率,1967,15
St. Martin (French part),男生全癌死亡率,1967,4
Tajikistan,男生全癌死亡率,1967,3
Timor-Leste,男生全癌死亡率,1967,3
Turkmenistan,男生全癌死亡率,1967,14
Turks and Caicos Islands,男生全癌死亡率,1967,7
Tuvalu,男生全癌死亡率,1967,13
Ukraine,男生全癌死亡率,1967,9
Uzbekistan,男生全癌死亡率,1967,7
Virgin Islands,男生全癌死亡率,1967,9
West Bank and Gaza,男生全癌死亡率,1967,15
Euro area,男生全癌死亡率,1972,12
Europe & Central Asia,男生全癌死亡率,1972,13
Europe & Central Asia (excluding high income),男生全癌死亡率,1972,15
Europe & Central Asia (IDA & IBRD countries),男生全癌死亡率,1972,15
Low income,男生全癌死亡率,1972,10
Not classified,男生全癌死亡率,1972,11
American Samoa,男生全癌死亡率,1972,14
Andorra,男生全癌死亡率,1972,6
Armenia,男生全癌死亡率,1972,15
Aruba,男生全癌死亡率,1972,9
Azerbaijan,男生全癌死亡率,1972,14
Belarus,男生全癌死亡率,1972,9
Bosnia and Herzegovina,男生全癌死亡率,1972,14
Channel Islands,男生全癌死亡率,1972,12
Croatia,男生全癌死亡率,1972,8
Curacao,男生全癌死亡率,1972,9
Czech Republic,男生全癌死亡率,1972,14
Eritrea,男生全癌死亡率,1972,13
Estonia,男生全癌死亡率,1972,12
Georgia,男生全癌死亡率,1972,7
Germany,男生全癌死亡率,1972,5
Guam,男生全癌死亡率,1972,7
Isle of Man,男生全癌死亡率,1972,13
Kazakhstan,男生全癌死亡率,1972,9
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1972,7
Kosovo,男生全癌死亡率,1972,6
Kyrgyz Republic,男生全癌死亡率,1972,4
Latvia,男生全癌死亡率,1972,6
Lesotho,男生全癌死亡率,1972,7
Liechtenstein,男生全癌死亡率,1972,14
Lithuania,男生全癌死亡率,1972,9
"Macedonia, FYR",男生全癌死亡率,1972,15
Marshall Islands,男生全癌死亡率,1972,15
"Micronesia, Fed. Sts.",男生全癌死亡率,1972,15
Moldova,男生全癌死亡率,1972,14
Monaco,男生全癌死亡率,1972,3
Montenegro,男生全癌死亡率,1972,6
Namibia,男生全癌死亡率,1972,14
Northern Mariana Islands,男生全癌死亡率,1972,10
Puerto Rico,男生全癌死亡率,1972,7
Russian Federation,男生全癌死亡率,1972,11
San Marino,男生全癌死亡率,1972,14
Serbia,男生全癌死亡率,1972,13
Sint Maarten (Dutch part),男生全癌死亡率,1972,8
Slovak Republic,男生全癌死亡率,1972,9
Slovenia,男生全癌死亡率,1972,7
South Sudan,男生全癌死亡率,1972,6
St. Martin (French part),男生全癌死亡率,1972,12
Tajikistan,男生全癌死亡率,1972,15
Timor-Leste,男生全癌死亡率,1972,10
Turkmenistan,男生全癌死亡率,1972,14
Turks and Caicos Islands,男生全癌死亡率,1972,13
Tuvalu,男生全癌死亡率,1972,7
Ukraine,男生全癌死亡率,1972,13
Uzbekistan,男生全癌死亡率,1972,15
Virgin Islands,男生全癌死亡率,1972,10
West Bank and Gaza,男生全癌死亡率,1972,8
Euro area,男生全癌死亡率,1977,8
Europe & Central Asia,男生全癌死亡率,1977,3
Europe & Central Asia (excluding high income),男生全癌死亡率,1977,7
Europe & Central Asia (IDA & IBRD countries),男生全癌死亡率,1977,3
Low income,男生全癌死亡率,1977,11
Not classified,男生全癌死亡率,1977,7
American Samoa,男生全癌死亡率,1977,13
Andorra,男生全癌死亡率,1977,9
Armenia,男生全癌死亡率,1977,7
Aruba,男生全癌死亡率,1977,6
Azerbaijan,男生全癌死亡率,1977,6
Belarus,男生全癌死亡率,1977,5
Bosnia and Herzegovina,男生全癌死亡率,1977,3
Channel Islands,男生全癌死亡率,1977,8
Croatia,男生全癌死亡率,1977,15
Curacao,男生全癌死亡率,1977,11
Czech Republic,男生全癌死亡率,1977,7
Eritrea,男生全癌死亡率,1977,15
Estonia,男生全癌死亡率,1977,10
Georgia,男生全癌死亡率,1977,5
Germany,男生全癌死亡率,1977,3
Guam,男生全癌死亡率,1977,8
Isle of Man,男生全癌死亡率,1977,5
Kazakhstan,男生全癌死亡率,1977,7
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1977,4
Kosovo,男生全癌死亡率,1977,9
Kyrgyz Republic,男生全癌死亡率,1977,5
Latvia,男生全癌死亡率,1977,3
Lesotho,男生全癌死亡率,1977,12
Liechtenstein,男生全癌死亡率,1977,15
Lithuania,男生全癌死亡率,1977,3
"Macedonia, FYR",男生全癌死亡率,1977,7
Marshall Islands,男生全癌死亡率,1977,6
"Micronesia, Fed. Sts.",男生全癌死亡率,1977,12
Moldova,男生全癌死亡率,1977,7
Monaco,男生全癌死亡率,1977,5
Montenegro,男生全癌死亡率,1977,10
Namibia,男生全癌死亡率,1977,11
Northern Mariana Islands,男生全癌死亡率,1977,5
Puerto Rico,男生全癌死亡率,1977,3
Russian Federation,男生全癌死亡率,1977,7
San Marino,男生全癌死亡率,1977,13
Serbia,男生全癌死亡率,1977,14
Sint Maarten (Dutch part),男生全癌死亡率,1977,9
Slovak Republic,男生全癌死亡率,1977,7
Slovenia,男生全癌死亡率,1977,4
South Sudan,男生全癌死亡率,1977,4
St. Martin (French part),男生全癌死亡率,1977,7
Tajikistan,男生全癌死亡率,1977,9
Timor-Leste,男生全癌死亡率,1977,8
Turkmenistan,男生全癌死亡率,1977,15
Turks and Caicos Islands,男生全癌死亡率,1977,8
Tuvalu,男生全癌死亡率,1977,9
Ukraine,男生全癌死亡率,1977,13
Uzbekistan,男生全癌死亡率,1977,12
Virgin Islands,男生全癌死亡率,1977,9
West Bank and Gaza,男生全癌死亡率,1977,9
Euro area,男生全癌死亡率,1982,8
Europe & Central Asia,男生全癌死亡率,1982,13
Europe & Central Asia (excluding high income),男生全癌死亡率,1982,6
Europe & Central Asia (IDA & IBRD countries),男生全癌死亡率,1982,12
Low income,男生全癌死亡率,1982,3
Not classified,男生全癌死亡率,1982,12
American Samoa,男生全癌死亡率,1982,12
Andorra,男生全癌死亡率,1982,14
Armenia,男生全癌死亡率,1982,13
Aruba,男生全癌死亡率,1982,8
Azerbaijan,男生全癌死亡率,1982,5
Belarus,男生全癌死亡率,1982,10
Bosnia and Herzegovina,男生全癌死亡率,1982,15
Channel Islands,男生全癌死亡率,1982,8
Croatia,男生全癌死亡率,1982,4
Curacao,男生全癌死亡率,1982,4
Czech Republic,男生全癌死亡率,1982,11
Eritrea,男生全癌死亡率,1982,10
Estonia,男生全癌死亡率,1982,13
Georgia,男生全癌死亡率,1982,15
Germany,男生全癌死亡率,1982,10
Guam,男生全癌死亡率,1982,8
Isle of Man,男生全癌死亡率,1982,11
Kazakhstan,男生全癌死亡率,1982,6
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1982,5
Kosovo,男生全癌死亡率,1982,7
Kyrgyz Republic,男生全癌死亡率,1982,14
Latvia,男生全癌死亡率,1982,14
Lesotho,男生全癌死亡率,1982,3
Liechtenstein,男生全癌死亡率,1982,9
Lithuania,男生全癌死亡率,1982,7
"Macedonia, FYR",男生全癌死亡率,1982,11
Marshall Islands,男生全癌死亡率,1982,5
"Micronesia, Fed. Sts.",男生全癌死亡率,1982,13
Moldova,男生全癌死亡率,1982,9
Monaco,男生全癌死亡率,1982,10
Montenegro,男生全癌死亡率,1982,11
Namibia,男生全癌死亡率,1982,10
Northern Mariana Islands,男生全癌死亡率,1982,5
Puerto Rico,男生全癌死亡率,1982,6
Russian Federation,男生全癌死亡率,1982,8
San Marino,男生全癌死亡率,1982,14
Serbia,男生全癌死亡率,1982,14
Sint Maarten (Dutch part),男生全癌死亡率,1982,3
Slovak Republic,男生全癌死亡率,1982,15
Slovenia,男生全癌死亡率,1982,4
South Sudan,男生全癌死亡率,1982,15
St. Martin (French part),男生全癌死亡率,1982,5
Tajikistan,男生全癌死亡率,1982,13
Timor-Leste,男生全癌死亡率,1982,15
Turkmenistan,男生全癌死亡率,1982,9
Turks and Caicos Islands,男生全癌死亡率,1982,10
Tuvalu,男生全癌死亡率,1982,15
Ukraine,男生全癌死亡率,1982,3
Uzbekistan,男生全癌死亡率,1982,13
Virgin Islands,男生全癌死亡率,1982,4
West Bank and Gaza,男生全癌死亡率,1982,8
Euro area,男生全癌死亡率,1987,13
Europe & Central Asia,男生全癌死亡率,1987,12
Europe & Central Asia (excluding high income),男生全癌死亡率,1987,14
Europe & Central Asia (IDA & IBRD countries),男生全癌死亡率,1987,8
Low income,男生全癌死亡率,1987,4
Not classified,男生全癌死亡率,1987,9
American Samoa,男生全癌死亡率,1987,11
Andorra,男生全癌死亡率,1987,14
Armenia,男生全癌死亡率,1987,8
Azerbaijan,男生全癌死亡率,1987,3
Belarus,男生全癌死亡率,1987,4
Bosnia and Herzegovina,男生全癌死亡率,1987,6
Channel Islands,男生全癌死亡率,1987,3
Croatia,男生全癌死亡率,1987,15
Curacao,男生全癌死亡率,1987,7
Czech Republic,男生全癌死亡率,1987,9
Eritrea,男生全癌死亡率,1987,8
Estonia,男生全癌死亡率,1987,14
Georgia,男生全癌死亡率,1987,9
Germany,男生全癌死亡率,1987,11
Guam,男生全癌死亡率,1987,7
Isle of Man,男生全癌死亡率,1987,14
Kazakhstan,男生全癌死亡率,1987,14
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1987,7
Kosovo,男生全癌死亡率,1987,9
Kyrgyz Republic,男生全癌死亡率,1987,8
Latvia,男生全癌死亡率,1987,13
Lesotho,男生全癌死亡率,1987,12
Liechtenstein,男生全癌死亡率,1987,9
Lithuania,男生全癌死亡率,1987,13
"Macedonia, FYR",男生全癌死亡率,1987,15
Marshall Islands,男生全癌死亡率,1987,13
"Micronesia, Fed. Sts.",男生全癌死亡率,1987,14
Moldova,男生全癌死亡率,1987,13
Monaco,男生全癌死亡率,1987,6
Montenegro,男生全癌死亡率,1987,11
Namibia,男生全癌死亡率,1987,8
Northern Mariana Islands,男生全癌死亡率,1987,12
Puerto Rico,男生全癌死亡率,1987,8
Russian Federation,男生全癌死亡率,1987,5
San Marino,男生全癌死亡率,1987,14
Serbia,男生全癌死亡率,1987,11
Sint Maarten (Dutch part),男生全癌死亡率,1987,15
Slovak Republic,男生全癌死亡率,1987,12
Slovenia,男生全癌死亡率,1987,15
South Sudan,男生全癌死亡率,1987,14
St. Martin (French part),男生全癌死亡率,1987,6
Tajikistan,男生全癌死亡率,1987,3
Timor-Leste,男生全癌死亡率,1987,9
Turkmenistan,男生全癌死亡率,1987,9
Turks and Caicos Islands,男生全癌死亡率,1987,4
Tuvalu,男生全癌死亡率,1987,5
Ukraine,男生全癌死亡率,1987,5
Uzbekistan,男生全癌死亡率,1987,4
Virgin Islands,男生全癌死亡率,1987,9
West Bank and Gaza,男生全癌死亡率,1987,14
Low income,男生全癌死亡率,1992,8
Not classified,男生全癌死亡率,1992,10
American Samoa,男生全癌死亡率,1992,14
Andorra,男生全癌死亡率,1992,9
Channel Islands,男生全癌死亡率,1992,8
Curacao,男生全癌死亡率,1992,7
Eritrea,男生全癌死亡率,1992,3
Guam,男生全癌死亡率,1992,9
Isle of Man,男生全癌死亡率,1992,5
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1992,4
Kosovo,男生全癌死亡率,1992,12
Kuwait,男生全癌死亡率,1992,7
Lesotho,男生全癌死亡率,1992,7
Liechtenstein,男生全癌死亡率,1992,11
"Micronesia, Fed. Sts.",男生全癌死亡率,1992,12
Monaco,男生全癌死亡率,1992,8
Montenegro,男生全癌死亡率,1992,11
Northern Mariana Islands,男生全癌死亡率,1992,7
Puerto Rico,男生全癌死亡率,1992,5
San Marino,男生全癌死亡率,1992,5
Serbia,男生全癌死亡率,1992,11
Sint Maarten (Dutch part),男生全癌死亡率,1992,5
South Sudan,男生全癌死亡率,1992,9
St. Martin (French part),男生全癌死亡率,1992,10
Timor-Leste,男生全癌死亡率,1992,7
Turks and Caicos Islands,男生全癌死亡率,1992,11
Tuvalu,男生全癌死亡率,1992,7
Virgin Islands,男生全癌死亡率,1992,14
West Bank and Gaza,男生全癌死亡率,1992,10
Low income,男生全癌死亡率,1997,9
Not classified,男生全癌死亡率,1997,12
American Samoa,男生全癌死亡率,1997,15
Channel Islands,男生全癌死亡率,1997,12
Curacao,男生全癌死亡率,1997,5
Guam,男生全癌死亡率,1997,11
Isle of Man,男生全癌死亡率,1997,4
"Korea, Dem. People嚙編 Rep.",男生全癌死亡率,1997,11
Kosovo,男生全癌死亡率,1997,9
Lesotho,男生全癌死亡率,1997,6
Liechtenstein,男生全癌死亡率,1997,5
Monaco,男生全癌死亡率,1997,14
Montenegro,男生全癌死亡率,1997,7
Northern Mariana Islands,男生全癌死亡率,1997,9
Puerto Rico,男生全癌死亡率,1997,14
San Marino,男生全癌死亡率,1997,12
Serbia,男生全癌死亡率,1997,13
Sint Maarten (Dutch part),男生全癌死亡率,1997,9
Somalia,男生全癌死亡率,1997,12
South Sudan,男生全癌死亡率,1997,15
St. Martin (French part),男生全癌死亡率,1997,7
Timor-Leste,男生全癌死亡率,1997,7
Tuvalu,男生全癌死亡率,1997,9
Virgin Islands,男生全癌死亡率,1997,13
Not classified,男生全癌死亡率,2002,6
American Samoa,男生全癌死亡率,2002,4
Channel Islands,男生全癌死亡率,2002,15
Curacao,男生全癌死亡率,2002,8
Guam,男生全癌死亡率,2002,8
Isle of Man,男生全癌死亡率,2002,9
Kosovo,男生全癌死亡率,2002,8
Lesotho,男生全癌死亡率,2002,5
Liechtenstein,男生全癌死亡率,2002,5
Monaco,男生全癌死亡率,2002,12
Montenegro,男生全癌死亡率,2002,14
Northern Mariana Islands,男生全癌死亡率,2002,9
Puerto Rico,男生全癌死亡率,2002,6
San Marino,男生全癌死亡率,2002,10
Serbia,男生全癌死亡率,2002,11
Sint Maarten (Dutch part),男生全癌死亡率,2002,3
South Sudan,男生全癌死亡率,2002,5
St. Martin (French part),男生全癌死亡率,2002,6
Tuvalu,男生全癌死亡率,2002,11
Virgin Islands,男生全癌死亡率,2002,13
Not classified,男生全癌死亡率,2007,9
American Samoa,男生全癌死亡率,2007,7
Channel Islands,男生全癌死亡率,2007,10
Curacao,男生全癌死亡率,2007,10
Guam,男生全癌死亡率,2007,8
Isle of Man,男生全癌死亡率,2007,4
Kosovo,男生全癌死亡率,2007,9
Monaco,男生全癌死亡率,2007,6
Northern Mariana Islands,男生全癌死亡率,2007,6
Puerto Rico,男生全癌死亡率,2007,7
San Marino,男生全癌死亡率,2007,10
Sint Maarten (Dutch part),男生全癌死亡率,2007,10
South Sudan,男生全癌死亡率,2007,10
St. Martin (French part),男生全癌死亡率,2007,3
Tuvalu,男生全癌死亡率,2007,12
Virgin Islands,男生全癌死亡率,2007,6
